,id,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,work_phone,phone,email,occyp_type,family_size,begin_month,credit,YEARS_BIRTH,Age_group,YEARS_EMPLOYED,EMPLOYED_group,income_avg
5466,F19523259157500,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Separated,With parents,0,0,0,NaN,1.0,8.0,2.0,54,50,0,~1,157500.0
5467,M143091359135000,M,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,0,0,Security staff,2.0,4.0,1.0,40,40,3,1~5,67500.0
5468,F14525597690000,F,N,Y,1,90000.0,Working,Higher education,Married,House / apartment,1,0,0,NaN,3.0,8.0,2.0,40,40,16,10~20,30000.0
5469,F186722593171000,F,N,Y,0,171000.0,State servant,Lower secondary,Widow,House / apartment,0,1,0,Medicine staff,1.0,1.0,1.0,52,50,7,5~10,171000.0
5470,F168746995225000,F,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,Core staff,2.0,43.0,2.0,47,40,19,10~20,112500.0
5471,F125791654135000,F,Y,N,1,135000.0,Working,Higher education,Civil marriage,Rented apartment,0,0,0,NaN,3.0,14.0,1.0,35,30,4,1~5,45000.0
5472,F1190834890000,F,Y,Y,1,90000.0,Commercial associate,Secondary / secondary special,Married,With parents,0,0,0,Realty agents,3.0,5.0,0.0,33,30,0,~1,30000.0
5473,F21885090000,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No work experience,2.0,4.0,1.0,60,60,No work experience,No work experience,45000.0
5474,F188887347126000,F,N,Y,0,126000.0,State servant,Higher education,Married,House / apartment,0,0,0,Core staff,2.0,41.0,2.0,52,50,20,20~30,63000.0
5475,M17585235202500,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,18.0,2.0,49,40,0,~1,101250.0
5476,M119351200157500,M,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,3.0,45.0,2.0,33,30,3,1~5,52500.0
5477,M124831650252000,M,Y,N,1,252000.0,State servant,Higher education,Married,House / apartment,1,1,0,High skill tech staff,3.0,13.0,1.0,35,30,4,1~5,84000.0
5478,M11332673157500,M,Y,N,1,157500.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,Laborers,2.0,26.0,0.0,32,30,1,1~5,78750.0
5479,F210120315000,F,Y,Y,0,315000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,No work experience,1.0,35.0,2.0,58,50,No work experience,No work experience,315000.0
5480,F237700180000,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No work experience,2.0,17.0,2.0,66,60,No work experience,No work experience,90000.0
5481,F103041682225000,F,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,34.0,1.0,29,20,4,1~5,112500.0
5482,M16314882315000,M,Y,Y,1,315000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Managers,2.0,15.0,2.0,45,40,2,1~5,157500.0
5483,F213740135000,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No work experience,2.0,57.0,2.0,59,50,No work experience,No work experience,67500.0
5484,M15085354427500,M,Y,Y,1,427500.0,Working,Higher education,Married,House / apartment,0,0,0,Managers,3.0,14.0,2.0,42,40,0,~1,142500.0
5485,M217481388382500,M,Y,Y,0,382500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Security staff,2.0,20.0,2.0,60,60,3,1~5,191250.0
5486,F16686599123750,F,N,Y,0,123750.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Cleaning staff,2.0,51.0,2.0,46,40,1,1~5,61875.0
5487,F156535500315000,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,1,Core staff,2.0,3.0,1.0,43,40,15,10~20,157500.0
5488,F141432072202500,F,N,Y,0,202500.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,NaN,1.0,15.0,2.0,39,30,5,5~10,202500.0
5489,F15905880376500,F,N,Y,1,76500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Medicine staff,3.0,31.0,1.0,44,40,24,20~30,25500.0
5490,F131682574387000,F,Y,N,1,387000.0,Working,Higher education,Married,House / apartment,0,0,0,Managers,3.0,16.0,0.0,37,30,7,5~10,129000.0
5491,M180131215184500,M,Y,N,0,184500.0,Working,Secondary / secondary special,Married,Municipal apartment,0,0,0,Laborers,2.0,34.0,2.0,50,50,3,1~5,92250.0
5492,F19368125267500,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,NaN,2.0,33.0,2.0,54,50,3,1~5,33750.0
5493,M89481751157500,M,N,Y,1,157500.0,State servant,Incomplete higher,Married,House / apartment,0,0,0,Core staff,3.0,32.0,2.0,25,20,4,1~5,52500.0
5494,F232900202500,F,N,N,0,202500.0,Pensioner,Higher education,Single / not married,House / apartment,0,0,0,No work experience,1.0,13.0,0.0,64,60,No work experience,No work experience,202500.0
5495,M130221600112500,M,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,4.0,27.0,2.0,36,30,4,1~5,28125.0
5496,F15220288355500,F,Y,Y,1,355500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,3.0,13.0,0.0,42,40,0,~1,118500.0
5497,M185162129112500,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Low-skill Laborers,2.0,40.0,1.0,51,50,5,5~10,56250.0
5498,M1282976590000,M,Y,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,1,1,0,Core staff,3.0,31.0,2.0,36,30,2,1~5,30000.0
5499,M12705884225000,M,N,Y,2,225000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,NaN,4.0,37.0,2.0,35,30,2,1~5,56250.0
5500,F13785318135000,F,N,N,0,135000.0,Working,Higher education,Single / not married,House / apartment,1,0,0,Cooking staff,1.0,23.0,2.0,38,30,0,~1,135000.0
5501,M141362628225000,M,Y,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Managers,4.0,1.0,1.0,39,30,7,5~10,56250.0
5502,F129064602405000,F,Y,N,0,405000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Drivers,2.0,21.0,2.0,36,30,12,10~20,202500.0
5503,M11392758202500,M,Y,N,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Managers,1.0,9.0,2.0,32,30,2,1~5,202500.0
5504,F199221128157500,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,NaN,2.0,38.0,2.0,55,50,3,1~5,78750.0
5505,F190401402270000,F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Managers,3.0,57.0,0.0,53,50,3,1~5,90000.0
5506,M10324513126000,M,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2.0,57.0,2.0,29,20,1,1~5,63000.0
5507,M94971052135000,M,Y,Y,0,135000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,0,0,0,Laborers,2.0,7.0,1.0,27,20,2,1~5,67500.0
5508,M11888295157500,M,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Security staff,2.0,24.0,2.0,33,30,0,~1,78750.0
5509,F168492896126000,F,N,Y,0,126000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Cooking staff,1.0,48.0,2.0,47,40,7,5~10,126000.0
5510,F107944029166500,F,N,Y,0,166500.0,Working,Incomplete higher,Married,House / apartment,0,0,1,Laborers,2.0,6.0,2.0,30,30,11,10~20,83250.0
5511,F137201934450000,F,N,N,0,450000.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,Sales staff,2.0,9.0,2.0,38,30,5,5~10,225000.0
5512,F18401214967500,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,36.0,2.0,51,50,5,5~10,33750.0
5513,F185801800360000,F,N,N,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2.0,6.0,0.0,51,50,4,1~5,180000.0
5514,F1887312169216000,F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,Laborers,2.0,35.0,2.0,52,50,33,30~,108000.0
5515,F130611555306000,F,Y,Y,2,306000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,NaN,4.0,26.0,2.0,36,30,4,1~5,76500.0
5516,F1782210689202500,F,N,N,0,202500.0,Working,Higher education,Married,Municipal apartment,1,0,0,Security staff,2.0,30.0,2.0,49,40,29,20~30,101250.0
5517,F100001071180000,F,N,N,0,180000.0,Working,Higher education,Civil marriage,With parents,1,0,0,Sales staff,2.0,25.0,1.0,28,20,2,1~5,90000.0
5518,M16896248270000,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,1.0,1.0,47,40,0,~1,135000.0
5519,M187950112500,M,Y,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,No work experience,2.0,36.0,0.0,52,50,No work experience,No work experience,56250.0
5520,M14213587270000,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,1,Laborers,2.0,2.0,1.0,39,30,1,1~5,135000.0
5521,F155525587360000,F,N,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2.0,59.0,1.0,43,40,15,10~20,180000.0
5522,F20106054000,F,N,N,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,No work experience,2.0,2.0,1.0,56,50,No work experience,No work experience,27000.0
5523,F106601935135000,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,0,0,0,Core staff,1.0,9.0,1.0,30,30,5,5~10,135000.0
5524,F17401134676500,F,N,N,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,NaN,2.0,13.0,1.0,48,40,3,1~5,38250.0
5525,F164161782108000,F,N,Y,0,108000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Laborers,1.0,13.0,2.0,45,40,4,1~5,108000.0
5526,M191547811117000,M,Y,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,NaN,2.0,12.0,2.0,53,50,21,20~30,58500.0
5527,F144234571112500,F,N,Y,1,112500.0,State servant,Incomplete higher,Married,House / apartment,0,0,0,Accountants,3.0,42.0,2.0,40,40,12,10~20,37500.0
5528,F153301014157500,F,Y,Y,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,1,0,Managers,2.0,22.0,2.0,42,40,2,1~5,78750.0
5529,F21830099000,F,N,N,0,99000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,No work experience,1.0,47.0,1.0,60,60,No work experience,No work experience,99000.0
5530,F216710103500,F,Y,Y,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,No work experience,2.0,20.0,2.0,60,60,No work experience,No work experience,51750.0
5531,M14143275202500,M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Drivers,3.0,30.0,2.0,39,30,0,~1,67500.0
5532,F199735311180000,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2.0,9.0,1.0,55,50,14,10~20,90000.0
5533,F148381539135000,F,N,Y,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,5.0,13.0,2.0,41,40,4,1~5,27000.0
5534,M103821081225000,M,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,0,1,0,Sales staff,3.0,23.0,2.0,29,20,2,1~5,75000.0
5535,F125382593166500,F,N,Y,1,166500.0,Commercial associate,Higher education,Single / not married,House / apartment,1,1,0,Core staff,2.0,19.0,2.0,35,30,7,5~10,83250.0
5536,F106251701135000,F,Y,N,2,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,0,0,Security staff,3.0,21.0,1.0,30,30,4,1~5,45000.0
5537,F197984581270000,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,NaN,2.0,37.0,1.0,55,50,12,10~20,135000.0
5538,M159361508261000,M,Y,Y,0,261000.0,Working,Incomplete higher,Married,House / apartment,0,1,0,Managers,2.0,59.0,1.0,44,40,4,1~5,130500.0
5539,F1042575799000,F,N,Y,1,99000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Laborers,3.0,49.0,2.0,29,20,2,1~5,33000.0
5540,F134371671157500,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,NaN,3.0,50.0,2.0,37,30,4,1~5,52500.0
5541,M101912218202500,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,7.0,2.0,28,20,6,5~10,101250.0
5542,F167842188112500,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Sales staff,2.0,51.0,1.0,46,40,5,5~10,56250.0
5543,F132662341270000,F,N,N,0,270000.0,State servant,Higher education,Married,House / apartment,1,1,0,Core staff,2.0,24.0,0.0,37,30,6,5~10,135000.0
5544,M17320535247500,M,Y,Y,2,247500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,4.0,11.0,2.0,48,40,1,1~5,61875.0
5545,M10117108112500,M,Y,N,0,112500.0,Working,Higher education,Single / not married,With parents,0,0,0,High skill tech staff,1.0,10.0,2.0,28,20,0,~1,112500.0
5546,F140321777202500,F,N,Y,2,202500.0,State servant,Secondary / secondary special,Married,Co-op apartment,0,0,0,High skill tech staff,4.0,58.0,2.0,39,30,4,1~5,50625.0
5547,F105561379360000,F,N,Y,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,3.0,35.0,0.0,29,20,3,1~5,120000.0
5548,M19996691540000,M,N,N,0,540000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Managers,2.0,6.0,2.0,55,50,1,1~5,270000.0
5549,F169184174247500,F,Y,N,0,247500.0,State servant,Higher education,Single / not married,House / apartment,1,0,0,Managers,1.0,10.0,2.0,47,40,11,10~20,247500.0
5550,F9574171157500,F,N,Y,0,157500.0,Working,Incomplete higher,Single / not married,House / apartment,1,1,0,Medicine staff,1.0,39.0,2.0,27,20,0,~1,157500.0
5551,F163235467135000,F,N,Y,1,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Medicine staff,3.0,5.0,0.0,45,40,14,10~20,45000.0
5552,F15477436216000,F,N,N,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,High skill tech staff,2.0,12.0,2.0,43,40,1,1~5,108000.0
5553,F10828657112500,F,Y,N,0,112500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Core staff,2.0,27.0,2.0,30,30,1,1~5,56250.0
5554,F1620787067500,F,N,N,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,NaN,3.0,12.0,2.0,45,40,2,1~5,22500.0
5555,F187941842315000,F,N,Y,1,315000.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,0,1,0,Cleaning staff,2.0,17.0,2.0,52,50,5,5~10,157500.0
5556,F139212542157500,F,N,Y,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Sales staff,2.0,43.0,0.0,39,30,6,5~10,78750.0
5557,F20560661180000,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2.0,5.0,0.0,57,50,1,1~5,90000.0
5558,F22204076500,F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,1,0,No work experience,1.0,19.0,2.0,61,60,No work experience,No work experience,76500.0
5559,F178353273121500,F,N,Y,0,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2.0,33.0,1.0,49,40,8,5~10,60750.0
5560,F144463161112500,F,N,Y,0,112500.0,Working,Higher education,Single / not married,House / apartment,0,0,0,NaN,1.0,59.0,1.0,40,40,8,5~10,112500.0
5561,M117061164270000,M,Y,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,Drivers,2.0,16.0,2.0,33,30,3,1~5,135000.0
5562,F23316072000,F,N,Y,0,72000.0,Pensioner,Lower secondary,Married,House / apartment,0,0,0,No work experience,2.0,53.0,2.0,64,60,No work experience,No work experience,36000.0
5563,F240220135000,F,N,N,0,135000.0,Pensioner,Higher education,Single / not married,House / apartment,0,0,0,No work experience,1.0,7.0,1.0,66,60,No work experience,No work experience,135000.0
5564,F158231656112500,F,N,Y,1,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Cleaning staff,2.0,8.0,2.0,44,40,4,1~5,56250.0
5565,F21688090000,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1,0,No work experience,1.0,53.0,2.0,60,60,No work experience,No work experience,90000.0
5566,F229640225000,F,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,No work experience,2.0,38.0,2.0,63,60,No work experience,No work experience,112500.0
5567,M148561721135000,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,0.0,1.0,41,40,4,1~5,67500.0
5568,F1898917167500,F,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Laborers,2.0,13.0,2.0,53,50,0,~1,33750.0
5569,F205780157500,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,No work experience,2.0,34.0,0.0,57,50,No work experience,No work experience,78750.0
5570,F236020202500,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0,1,0,No work experience,1.0,44.0,2.0,65,60,No work experience,No work experience,202500.0
5571,M114453319180000,M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Sales staff,2.0,26.0,2.0,32,30,9,5~10,90000.0
5572,F2233414810315000,F,N,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,2.0,32.0,2.0,62,60,40,30~,157500.0
5573,F14116226990000,F,Y,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,2.0,37.0,2.0,39,30,6,5~10,45000.0
5574,F238860162000,F,Y,Y,0,162000.0,Pensioner,Higher education,Married,House / apartment,0,1,0,No work experience,2.0,48.0,2.0,66,60,No work experience,No work experience,81000.0
5575,F11126208767500,F,N,Y,1,67500.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,Accountants,2.0,19.0,1.0,31,30,5,5~10,33750.0
5576,F207207090180000,F,Y,Y,0,180000.0,Working,Higher education,Married,House / apartment,0,1,0,Laborers,2.0,22.0,2.0,57,50,19,10~20,90000.0
5577,F146542836562500,F,Y,N,0,562500.0,Working,Higher education,Married,House / apartment,1,0,0,Managers,2.0,28.0,1.0,41,40,7,5~10,281250.0
5578,F91301390315000,F,Y,Y,0,315000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,0,1,0,Core staff,1.0,38.0,2.0,26,20,3,1~5,315000.0
5579,F227470135000,F,N,Y,0,135000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,No work experience,2.0,6.0,2.0,63,60,No work experience,No work experience,67500.0
5580,F18746218117000,F,Y,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2.0,19.0,2.0,52,50,0,~1,58500.0
5581,F110342421135000,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,0,0,0,Laborers,3.0,49.0,0.0,31,30,6,5~10,45000.0
5582,M18750536157500,M,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,0,0,0,Security staff,2.0,16.0,0.0,52,50,1,1~5,78750.0
5583,F134462720202500,F,N,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,4.0,7.0,2.0,37,30,7,5~10,50625.0
5584,M152131331270000,M,N,N,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Drivers,1.0,18.0,2.0,42,40,3,1~5,270000.0
5585,F141861736270000,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Sales staff,3.0,16.0,2.0,39,30,4,1~5,90000.0
5586,M13095217112500,M,Y,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,4.0,48.0,1.0,36,30,0,~1,28125.0
5587,F174687413180000,F,N,Y,4,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,6.0,31.0,1.0,48,40,20,20~30,30000.0
5588,F9932668225000,F,Y,N,1,225000.0,Commercial associate,Higher education,Civil marriage,With parents,0,1,1,Accountants,3.0,36.0,0.0,28,20,1,1~5,75000.0
5589,M131742477180000,M,Y,Y,2,180000.0,Working,Higher education,Married,House / apartment,0,0,0,Managers,4.0,26.0,2.0,37,30,6,5~10,45000.0
5590,F22446049500,F,N,Y,0,49500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No work experience,2.0,47.0,2.0,62,60,No work experience,No work experience,24750.0
5591,F132991628135000,F,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,0,0,0,Laborers,2.0,1.0,0.0,37,30,4,1~5,67500.0
5592,F236830121500,F,Y,Y,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,No work experience,2.0,49.0,0.0,65,60,No work experience,No work experience,60750.0
5593,F134384447184500,F,Y,N,1,184500.0,Working,Higher education,Separated,With parents,1,0,0,Core staff,2.0,57.0,2.0,37,30,12,10~20,92250.0
5594,F208500157500,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No work experience,2.0,1.0,1.0,58,50,No work experience,No work experience,78750.0
5595,F218950225000,F,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,No work experience,1.0,7.0,1.0,60,60,No work experience,No work experience,225000.0
5596,F15798887225000,F,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Managers,2.0,6.0,0.0,44,40,2,1~5,112500.0
5597,M112784459112500,M,N,N,2,112500.0,Working,Higher education,Married,House / apartment,0,0,0,Low-skill Laborers,4.0,12.0,1.0,31,30,12,10~20,28125.0
5598,M86961070144000,M,Y,Y,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Drivers,3.0,2.0,1.0,24,20,2,1~5,48000.0
5599,F183824548180000,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Accountants,2.0,49.0,2.0,51,50,12,10~20,90000.0
5600,F211260202500,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,No work experience,1.0,27.0,2.0,58,50,No work experience,No work experience,202500.0
5601,F175123232252000,F,N,Y,0,252000.0,Commercial associate,Higher education,Married,House / apartment,0,1,1,Accountants,2.0,38.0,2.0,48,40,8,5~10,126000.0
5602,F24206072000,F,N,Y,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,No work experience,2.0,50.0,2.0,67,60,No work experience,No work experience,36000.0
5603,F1317076381000,F,Y,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Core staff,2.0,13.0,0.0,37,30,2,1~5,40500.0
5604,M205162265157500,M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,0,1,0,Laborers,2.0,45.0,2.0,57,50,6,5~10,78750.0
5605,F134803153423000,F,N,Y,0,423000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,0,0,Private service staff,1.0,28.0,1.0,37,30,8,5~10,423000.0
5606,F200546427382500,F,Y,Y,0,382500.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,Managers,2.0,3.0,1.0,55,50,17,10~20,191250.0
5607,F11644344157500,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,0,0,0,Managers,2.0,4.0,1.0,32,30,0,~1,78750.0
5608,M14170921315000,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2.0,29.0,2.0,39,30,2,1~5,157500.0
5609,F104382264180000,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,NaN,2.0,48.0,2.0,29,20,6,5~10,90000.0
5610,F144192423315000,F,N,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,NaN,2.0,24.0,2.0,40,40,6,5~10,157500.0
5611,F220870135000,F,N,Y,2,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No work experience,4.0,20.0,2.0,61,60,No work experience,No work experience,33750.0
5612,M10151472171000,M,N,N,0,171000.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,Security staff,2.0,9.0,2.0,28,20,1,1~5,85500.0
5613,F197210180000,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No work experience,2.0,54.0,2.0,55,50,No work experience,No work experience,90000.0
5614,F241740135000,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,No work experience,1.0,19.0,2.0,67,60,No work experience,No work experience,135000.0
5615,F210650135000,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,No work experience,2.0,31.0,0.0,58,50,No work experience,No work experience,67500.0
5616,M9874192881000,M,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,1,0,Laborers,1.0,2.0,1.0,28,20,5,5~10,81000.0
5617,F108851039675000,F,N,N,1,675000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,Sales staff,3.0,7.0,2.0,30,30,2,1~5,225000.0
5618,M152370270000,M,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,No work experience,2.0,43.0,2.0,42,40,No work experience,No work experience,135000.0
5619,F118535061157500,F,N,Y,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Waiters/barmen staff,2.0,4.0,0.0,33,30,13,10~20,78750.0
5620,M16055366481000,M,N,Y,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,3.0,41.0,2.0,44,40,10,10~20,27000.0
5621,F219360180000,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Separated,Municipal apartment,0,0,0,No work experience,1.0,13.0,1.0,61,60,No work experience,No work experience,180000.0
5622,F145042518315000,F,Y,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Accountants,3.0,21.0,2.0,40,40,6,5~10,105000.0
5623,F138864003405000,F,Y,Y,3,405000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Accountants,5.0,36.0,2.0,39,30,10,10~20,81000.0
5624,F11327101121500,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,1,1,0,Core staff,4.0,36.0,2.0,32,30,0,~1,30375.0
5625,M169811246369000,M,Y,Y,0,369000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,26.0,2.0,47,40,3,1~5,184500.0
5626,M150854033202500,M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,1,NaN,3.0,49.0,2.0,42,40,11,10~20,67500.0
